time_ms,max_power_w,power_w,current_a,voltage_v,total_consumption_j,pwm_input_us,pwm_output_us,pwm_control_us,status
597094,241,75.861496,7.15,10.61,3483,1900,1900,2000,0
597147,241,110.9862,10.54,10.53,3485,1898,1898,2000,0
597200,241,108.9792,10.32,10.56,3487,1898,1000,1000,1
597253,241,111.72401,10.54,10.6,3488,1898,1000,1000,1
597306,241,80.788,7.6,10.63,3490,1898,1000,1000,1
597359,241,81.5024,7.66,10.64,3492,1898,1000,1000,1
597412,241,70.9555,6.65,10.67,3494,1898,1000,1000,1
597465,241,80.300995,7.54,10.65,3495,1898,1898,2000,0
597518,241,163.6272,15.84,10.33,3498,1898,1000,1000,1
597571,241,167.73119,16.38,10.24,3501,1903,1903,2000,0
597624,241,69.9048,6.57,10.64,3502,1898,1000,1000,1
597677,241,54.937595,5.12,10.73,3503,1899,1000,1000,1
597730,241,32.9536,3.04,10.84,3504,1899,1899,2000,0
597783,241,66.1424,6.17,10.72,3505,1899,1000,1000,1
597836,241,61.6975,5.75,10.73,3507,1899,1000,1000,1
597889,241,49.235,4.58,10.75,3508,1898,1898,2000,0
597942,241,54.237,5.05,10.74,3509,1903,1000,1000,1
597995,241,85.597206,8.06,10.62,3510,1900,1000,1000,1
598048,241,104.3328,9.88,10.56,3512,1899,1899,2000,0
598101,241,167.4036,16.38,10.22,3515,1899,1000,1000,1
598154,241,62.835,5.9,10.65,3518,1898,1898,2000,0
598207,241,65.484,6.12,10.7,3519,1899,1899,2000,0
598260,241,55.147503,5.13,10.75,3520,1900,1900,2000,0
598313,241,48.4092,4.52,10.71,3521,1899,1899,2000,0
598366,241,75.0464,7.04,10.66,3523,1898,1898,2000,0
598419,241,140.0448,13.44,10.42,3525,1900,1000,1000,1
598472,241,126.5706,12.02,10.53,3527,1900,1000,1000,1
598525,241,58.6908,5.48,10.71,3528,1898,1043,1043,1
598578,241,35.8228,3.32,10.79,3530,1899,1899,2000,0
598631,241,52.040497,4.85,10.73,3531,1900,1900,2000,0
598684,241,60.036602,5.59,10.74,3531,1898,1898,2000,0
598738,241,62.019398,5.78,10.73,3532,1900,1000,1000,1
598791,241,50.4175,4.69,10.75,3534,1898,1201,1201,1
598844,241,47.3,4.4,10.75,3535,1901,1901,2000,0
598897,241,82.779205,7.78,10.64,3536,1899,1000,1000,1
598950,241,83.0484,7.82,10.62,3538,1900,1900,2000,0
599003,241,162.08101,15.66,10.35,3541,1899,1000,1000,1
599056,241,86.849594,8.24,10.54,3544,1899,1899,2000,0
599109,241,55.4224,5.17,10.72,3545,1898,1000,1000,1
599162,241,16.6464,1.53,10.88,3546,1899,1899,2000,0
599215,241,42.159004,3.9,10.81,3546,1902,1000,1000,1
599268,241,62.0109,5.79,10.71,3547,1900,1900,2000,0
599321,241,103.374596,9.78,10.57,3549,1898,1000,1000,1
599374,241,168.05879,16.38,10.26,3552,1899,1000,1000,1
599428,241,72.2748,6.78,10.66,3554,1898,1000,1000,1
599481,241,47.837498,4.45,10.75,3555,1899,1899,2000,0
599534,241,52.988403,4.92,10.77,3556,1901,1000,1000,1
599587,241,19.8921,1.83,10.87,3557,1899,1899,2000,0
599640,241,50.511303,4.69,10.77,3557,1898,1210,1210,1
599693,241,71.556,6.7,10.68,3559,1898,1000,1000,1
599746,241,116.56161,11.08,10.52,3560,1898,1000,1000,1
599799,241,90.630005,8.55,10.6,3563,1899,1000,1000,1
599852,241,77.958,7.32,10.65,3565,1900,1000,1000,1
599905,241,74.549995,7,10.65,3566,1899,1899,2000,0
599958,241,52.3624,4.88,10.73,3568,1898,1898,2000,0
600011,241,36.4364,3.38,10.78,3569,1900,1514,1514,1
600065,241,46.311005,4.3,10.77,3570,1898,1400,1400,1
600118,241,31.652802,2.92,10.84,3570,1899,1000,1000,1
600171,241,57.727497,5.37,10.75,3571,1900,1900,2000,0
600224,241,84.2959,7.93,10.63,3573,1899,1899,2000,0
600277,241,85.5456,8.04,10.64,3574,1898,1000,1000,1
600330,241,70.9152,6.64,10.68,3575,1898,1202,1202,1
600383,241,55.795994,5.2,10.73,3577,1900,1000,1000,1
600436,241,59.607002,5.55,10.74,3578,1900,1000,1000,1
600490,241,51.0024,4.74,10.76,3579,1898,1898,2000,0
600542,241,45.837605,4.26,10.76,3580,1899,1899,2000,0
600596,241,45.752403,4.26,10.74,3581,1927,1927,2000,0
600648,241,71.7696,6.72,10.68,3583,1943,1943,2000,0
600701,241,112.1432,10.66,10.52,3584,1951,1000,1000,1
600754,241,167.23979,16.38,10.21,3587,1962,1714,1714,1
600807,241,63.427,5.95,10.66,3589,1968,1000,1000,1
600860,241,47.774403,4.44,10.76,3591,1969,1969,2000,0
600913,241,44.3058,4.11,10.78,3591,1975,1000,1000,1
600966,241,48.465004,4.5,10.77,3593,1980,1980,2000,0
601019,241,75.4728,7.08,10.66,3594,1983,1000,1000,1
601072,241,112.885,10.7,10.55,3596,1988,1988,2000,0
601126,241,90.162094,8.53,10.57,3597,1995,1995,2000,0
601179,241,60.505398,5.66,10.69,3599,2000,2000,2000,0
601231,241,28.4829,2.63,10.83,3599,2002,1000,1000,2
601284,241,9.0553,0.83,10.91,3599,2005,1000,1000,2
601336,241,-2.9619002,-0.27,10.97,3599,2005,1000,1000,2
601388,241,-5.3802,-0.49,10.98,3599,2005,1000,1000,2
601441,241,-7.7,-0.7,11,3599,2007,1000,1000,2
601493,241,-7.26,-0.66,11,3599,2006,1000,1000,2
601545,241,-6.1544,-0.56,10.99,3599,2008,1000,1000,2
601598,241,-4.2861,-0.39,10.99,3599,2008,1000,1000,2
601650,241,-2.4178,-0.22,10.99,3599,2010,1000,1000,2
601702,241,-0.9882,-0.09,10.98,3599,2012,1000,1000,2
601755,241,-0.32939997,-0.03,10.98,3599,2012,1000,1000,2
601807,241,0.32939997,0.03,10.98,3599,2012,1000,1000,2
601860,241,0.32939997,0.03,10.98,3599,2012,1000,1000,2
601912,241,0.2198,0.02,10.99,3599,2012,1000,1000,2
601964,241,0.32939997,0.03,10.98,3599,2012,1000,1000,2
602017,241,0.3297,0.03,10.99,3599,2012,1000,1000,2
602069,241,0.2198,0.02,10.99,3599,2012,1000,1000,2
602121,241,0.3297,0.03,10.99,3599,2012,1000,1000,2
602174,241,0.3297,0.03,10.99,3599,2015,1000,1000,2
602226,241,0.3297,0.03,10.99,3599,2012,1000,1000,2
602278,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602331,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602383,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602435,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602488,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602540,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602592,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602645,241,0.22,0.02,11,3599,2016,1000,1000,2
602697,241,0.32999998,0.03,11,3599,2012,1000,1000,2
602749,241,0.3303,0.03,11.01,3599,2012,1000,1000,2
602802,241,0.3303,0.03,11.01,3599,2012,1000,1000,2
602854,241,0.3303,0.03,11.01,3599,2012,1000,1000,2
602906,241,0.2202,0.02,11.01,3599,2012,1000,1000,2
602959,241,0.3303,0.03,11.01,3599,2012,1000,1000,2
603011,241,0.2202,0.02,11.01,3599,2012,1000,1000,2
603064,241,0.2202,0.02,11.01,3599,2012,1000,1000,2
603116,241,0.3303,0.03,11.01,3599,2014,1000,1000,2
603168,241,0.3303,0.03,11.01,3599,2016,1000,1000,2
603221,241,0.3303,0.03,11.01,3599,2012,1000,1000,2
603273,241,0.2202,0.02,11.01,3599,2012,1000,1000,2
603325,241,0.2202,0.02,11.01,3599,2012,1000,1000,2
603378,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603430,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603483,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603535,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603587,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603640,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603692,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603744,241,0.33089998,0.03,11.03,3599,2012,1000,1000,2
603797,241,0.2204,0.02,11.02,3599,2012,1000,1000,2
603849,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603901,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
603954,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
604006,241,0.3306,0.03,11.02,3599,2012,1000,1000,2
604059,241,0.33089998,0.03,11.03,3599,2014,1000,1000,2
